Id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
780,385000,4,1.75,1620,4980,1,0,0,4,860,760,1947,1988,10037 Interlake Ave N,Seattle,WA 98133,USA
781,575000,4,2.5,2400,6137,2,0,0,3,2400,0,1990,2009,22447 NE 9th Dr,Sammamish,WA 98074,USA
782,970000,3,2.25,3060,9950,1.5,0,2,4,1810,1250,1930,0,2721-3279 Lake Washington Blvd S,Seattle,WA 98144,USA
783,520500,3,2,1900,8100,1,0,0,4,950,950,1940,2001,834 NE 97th St,Seattle,WA 98115,USA
784,540000,4,1.75,1720,4240,1.5,0,0,4,1460,260,1925,1968,2722 30th Ave S,Seattle,WA 98144,USA
785,264950,4,2.25,1720,9753,1,0,0,4,1120,600,1978,2000,34434 30th Ave SW,Federal Way,WA 98023,USA
786,354000,3,1,940,10368,1,0,0,3,940,0,1965,1993,15550 NE 60th St,Redmond,WA 98052,USA
787,2466350,5,4.75,6390,13180,2,0,0,3,4560,1830,1940,1996,1239 Parkside Dr E,Seattle,WA 98112,USA
788,340000,3,2.5,1212,1174,3,0,0,3,1212,0,2004,2003,11716 16th Ave NE,Seattle,WA 98125,USA
789,270000,3,2.5,1670,8364,1,0,0,4,1300,370,1990,0,19223 SE 259th Pl,Covington,WA 98042,USA
790,506000,5,3,2430,8000,1,0,0,4,1370,1060,1957,2001,16437 SE 8th St,Bellevue,WA 98008,USA
791,475000,3,2.5,2600,7210,2,0,0,3,2600,0,1989,0,5054 NE 23rd St,Renton,WA 98059,USA
792,1738000,4,2.25,2920,6513,2,0,0,4,2260,660,1937,0,1987 Shenandoah Dr E,Seattle,WA 98112,USA
793,642000,4,2.5,2550,10000,1,0,0,3,1290,1260,1964,2000,15003 NE 12th St,Bellevue,WA 98007,USA
794,242000,3,1.75,1310,9645,1,0,0,3,1310,0,1979,2014,21860 Military Rd S,SeaTac,WA 98198,USA
795,2200000,5,4.75,5990,10450,2,1,4,3,4050,1940,2002,0,5170 NW Sammamish Rd,Issaquah,WA 98027,USA
796,417000,2,1,920,6600,1,0,0,3,920,0,1919,2003,6321 51st Ave S,Seattle,WA 98118,USA
797,1365000,5,3.5,4210,17258,2,0,3,3,4210,0,1995,0,5564 169th Pl SE,Bellevue,WA 98006,USA
798,488000,2,2,1360,4688,1,0,0,3,780,580,1944,0,8023 12th Ave NE,Seattle,WA 98115,USA
799,315000,3,1.5,1750,12500,1,0,0,3,1150,600,1954,2005,32901 SE 43rd St,Fall City,WA 98024,USA
800,295000,1,1,700,2500,1,0,0,4,700,0,1907,0,4108 25th Ave SW,Seattle,WA 98106,USA
801,830000,4,2.5,3400,9692,2,0,0,3,3400,0,2007,0,12001 173rd Pl NE,Redmond,WA 98052,USA
802,235000,1,1,810,2451,1,0,0,5,810,0,1941,0,9413 34th Ave SW,Seattle,WA 98126,USA
803,120000,2,1,990,39964,1,0,0,2,990,0,1945,0,19229 SE 272nd St,Kent,WA 98042,USA
804,588000,3,2.25,2030,7350,1,0,0,4,1190,840,1977,0,10510 160th Ave NE,Redmond,WA 98052,USA
805,699850,4,3.5,2690,6164,2,0,0,3,2690,0,2002,0,1010 274th Way SE,Sammamish,WA 98075,USA
806,626000,3,1.75,2430,5000,2,0,0,4,1760,670,1945,0,6723 12th Ave NW,Seattle,WA 98117,USA
807,563500,3,2.5,1400,1312,3.5,0,0,3,1400,0,2007,0,3637 Phinney Ave N,Seattle,WA 98103,USA
808,633100,4,2.5,2470,33305,2,0,0,3,2470,0,1993,0,26021 NE 25th St,Redmond,WA 98053,USA
809,287500,4,2.5,2570,9000,1,0,0,4,1590,980,1979,0,33749 29th Ct SW,Federal Way,WA 98023,USA
810,835000,4,4.25,4930,25714,2,0,0,3,4930,0,2005,0,32805 145th Pl SE,Auburn,WA 98092,USA
811,276000,3,1,1140,5000,1,0,0,3,1140,0,1960,2012,5403 23rd Ave SW,Seattle,WA 98106,USA
812,7800,2,1,780,16344,1,0,0,1,780,0,1942,0,4229 S 144th St,Tukwila,WA 98168,USA
813,325000,4,3.5,2630,3435,1.5,0,3,3,1640,990,1984,0,18641 48th Pl S,SeaTac,WA 98188,USA
814,441750,2,1.5,1020,1060,3,0,0,3,1020,0,2008,0,743 N 71st St,Seattle,WA 98103,USA
815,2280000,7,8,13540,307752,3,0,4,3,9410,4130,1999,0,26408 NE 70th St,Redmond,WA 98053,USA
816,449950,4,2.5,2470,3811,2,0,0,3,2470,0,1999,0,7206 Douglas Ave SE,Snoqualmie,WA 98065,USA
817,367500,4,3,3110,7231,2,0,0,3,3110,0,1997,0,11224 SE 306th Pl,Auburn,WA 98092,USA
818,499950,3,3.5,1820,1501,2,0,0,3,1430,390,2014,0,729 Martin Luther King Jr Way S,Seattle,WA 98144,USA
819,682000,3,1.75,1830,5120,1.5,0,2,5,1830,0,1903,0,322 16th Ave,Seattle,WA 98122,USA
820,345000,3,1,1110,6250,1,0,0,3,1110,0,1956,2001,3230 NE 95th St,Seattle,WA 98115,USA
821,324000,4,1.75,2110,7208,1,0,0,3,1170,940,1975,0,17403 159th Ave SE,Renton,WA 98058,USA
822,795000,3,2,2420,17859,1,0,1,5,1500,920,1979,0,7215 NE 119th Pl,Kirkland,WA 98034,USA
823,235000,1,1.5,1170,1456,2,0,0,3,1070,100,2007,0,3003 SW Cycle Ct,Seattle,WA 98126,USA
824,519000,3,2.75,2020,10744,1,0,0,5,1270,750,1954,0,18107-18199 6th Ave SW,Normandy Park,WA 98166,USA
825,815000,4,2.5,3150,4203,2,0,0,3,3150,0,2002,0,9714 132nd Ave NE,Kirkland,WA 98033,USA
826,1285000,4,2.5,3240,10800,1,0,0,3,2260,980,1946,0,5726 61st Ave NE,Seattle,WA 98105,USA
827,475000,4,2.5,2040,7260,2,0,0,4,2040,0,1963,0,15320 Corliss Pl N,Shoreline,WA 98133,USA
828,557125,4,2.75,3370,12447,2,0,0,3,3370,0,1991,0,14257 212th Dr NE,Woodinville,WA 98077,USA
829,337945.75,2,1,940,9839,1,0,0,3,940,0,1910,2006,4100 SW Othello St,Seattle,WA 98136,USA
830,234000,4,1,1390,18000,1,0,0,3,1390,0,1955,2013,3915 S 238th St,Kent,WA 98032,USA
831,615000,4,2.75,2820,13193,1,0,0,3,1860,960,1965,1993,4941-4949 125th Ave SE,Bellevue,WA 98006,USA
832,718000,3,1,1030,4958,1,0,0,5,1030,0,1952,1998,4760 47th Ave NE,Seattle,WA 98105,USA
833,102500,2,1,820,4320,1,0,0,3,820,0,1937,1999,9852 20th Ave SW,Seattle,WA 98106,USA
834,308500,2,1,850,6174,1,0,0,4,850,0,1950,1983,121 NE 147th St,Shoreline,WA 98155,USA
835,382500,4,1.75,1560,8700,1,0,0,4,1560,0,1967,0,14104 119th Ave NE,Kirkland,WA 98034,USA
836,440150,2,1,1110,6800,1,0,0,5,1000,110,1947,0,12216 Greenwood Ave N,Seattle,WA 98133,USA
837,373000,3,1,1770,5720,1.5,0,0,4,1140,630,1926,1993,5232 36th Ave SW,Seattle,WA 98126,USA
838,479000,3,2.25,2110,11319,2,0,0,4,2110,0,1978,2000,15965 176th Ave NE,Woodinville,WA 98072,USA
839,308950,4,2.5,1920,8562,2,0,2,4,1920,0,1994,0,203 Farrelly St,Enumclaw,WA 98022,USA
840,392500,4,2.5,2150,7303,2,0,0,3,2150,0,2005,0,2709 NE 22nd St,Renton,WA 98056,USA
841,675000,5,3,3410,9600,1,0,0,4,1870,1540,1968,0,2830 177th Ave NE,Redmond,WA 98052,USA
842,436000,2,1,790,6600,1,0,0,3,790,0,1949,1998,1524 30th Ave,Seattle,WA 98122,USA
843,267000,3,2.5,2495,4400,2,0,0,3,2495,0,2007,0,35039 41st Pl S,Federal Way,WA 98001,USA
844,418000,4,3,2360,6250,1,0,2,3,1460,900,1960,2012,9957 Rainier Ave S,Seattle,WA 98118,USA
845,510000,4,2.5,2430,5203,2,0,0,3,2430,0,2003,0,1028 NE 153rd Ct,Shoreline,WA 98155,USA
846,560000,4,2.5,2260,3713,2,0,0,3,2260,0,2003,0,13135 NE 139th St,Kirkland,WA 98034,USA
847,1087500,2,2,2360,11340,1.5,0,0,3,2360,0,1997,0,3063-3103 84th Ave SE,Mercer Island,WA 98040,USA
848,355000,3,2.5,2400,9701,1,0,0,3,2400,0,1990,2009,4621 SW 327th Pl,Federal Way,WA 98023,USA
849,770000,3,2.25,2910,10204,2,0,0,3,2910,0,1990,2009,18322 NE 99th Way,Redmond,WA 98052,USA
850,502000,4,2.5,2040,5616,2,0,0,3,2040,0,2012,1912,7617 NE 201st Pl,Kenmore,WA 98028,USA
851,552000,3,1,1430,5000,1,0,0,4,1080,350,1919,1985,6008 29th Ave NE,Seattle,WA 98115,USA
852,257950,3,1.75,1370,5858,1,0,0,3,1370,0,1987,2000,1605 S 245th Pl,Des Moines,WA 98198,USA
853,441000,3,2.75,1910,7280,1,0,0,3,1160,750,1979,2014,14413 88th Ave NE,Kirkland,WA 98034,USA
854,570000,3,2,1530,5401,1,0,0,4,1530,0,1937,0,7741 22nd Ave NE,Seattle,WA 98115,USA
855,970000,5,2.75,3500,5040,2,0,2,3,2950,550,1927,2007,5433 37th Ave SW,Seattle,WA 98126,USA
856,240000,3,1,1150,4825,1,0,0,4,1150,0,1957,2001,450 NE Birch St,Issaquah,WA 98027,USA
857,253000,3,1.75,2040,7281,1,0,0,3,1020,1020,1962,2003,4056 S 151st St,Tukwila,WA 98188,USA
858,947500,3,2.75,2980,27144,1.5,1,2,5,2180,800,1917,0,Indian Trail,Burien,WA 98166,USA
859,3200000,7,4.5,6210,8856,2.5,0,2,5,4760,1450,1910,0,1230 Warren Ave N,Seattle,WA 98109,USA
860,660500,5,2.5,2950,5500,1.5,0,0,5,1720,1230,1918,0,2739 31st Ave S,Seattle,WA 98144,USA
861,289987.5,3,1.75,1570,15330,1,0,0,3,1080,490,1956,2001,15821 4th Ave SW,Burien,WA 98166,USA
862,650000,4,2.5,2400,7351,2,0,0,3,2400,0,1990,2009,23836 SE 41st St,Issaquah,WA 98029,USA
863,440000,4,2.5,2160,7826,1,0,0,4,1390,770,1976,1992,20111 47th Ave NE,Lake Forest Park,WA 98155,USA
864,486000,4,2.5,2150,39449,1,0,0,3,1420,730,1978,0,5242 336th Ave SE,Fall City,WA 98024,USA
865,257200,3,2,1850,8250,1,0,0,4,1150,700,1952,0,200 Pike St SE,Auburn,WA 98002,USA
866,870000,4,2.5,3340,12248,2,0,1,3,2470,870,1998,2006,1919 Fairmount Ave SW,Seattle,WA 98126,USA
867,575000,4,1.75,1280,6060,1,0,0,3,860,420,1926,2003,7032 7th Ave NW,Seattle,WA 98117,USA
868,375000,4,1.75,2200,7475,1,0,0,5,1100,1100,1955,0,6609 43rd Ave S,Seattle,WA 98118,USA
869,413450,3,2.5,1540,1614,3,0,0,3,1470,70,2008,0,9202A Interlake Ave N,Seattle,WA 98103,USA
870,359000,3,1.5,1550,4980,1,0,0,3,1080,470,1978,0,10304 Interlake Ave N,Seattle,WA 98133,USA
871,515000,5,3.25,2910,5027,2,0,0,3,2040,870,2013,1923,1920C SW Brandon St,Seattle,WA 98106,USA
872,580000,5,2,2700,10875,1,0,0,4,1540,1160,1962,0,620 151st Pl NE,Bellevue,WA 98007,USA
873,499000,3,2,2090,42689,1.5,0,0,3,2090,0,1959,1998,30004 SE Lake Retreat S Dr,Ravensdale,WA 98051,USA
874,1270000,5,2.5,3200,17204,1,0,0,3,2160,1040,1952,2008,8726 NE 11th St,Bellevue,WA 98004,USA
875,253779,4,2,2030,9600,1.5,0,0,3,1430,600,1947,2012,4821 S 175th St,SeaTac,WA 98188,USA
876,999000,4,2.75,2800,19168,2,0,0,3,2800,0,1992,0,2010 227th Ave SE,Sammamish,WA 98075,USA
877,952500,4,1.5,2550,5055,2,0,0,4,2550,0,1910,0,1901 25th Ave E,Seattle,WA 98112,USA
878,1240000,5,4,4410,14380,2,0,0,3,4410,0,2006,0,16416 NE 40th St,Redmond,WA 98052,USA
879,2367000,3,2.25,3530,17450,1,1,3,3,1840,1690,1930,1993,7436 E Mercer Way,Mercer Island,WA 98040,USA
880,523460,5,1.75,1890,5000,1.5,0,0,3,1090,800,1906,2014,1126 NW 58th St,Seattle,WA 98107,USA
881,620000,4,2.5,1910,7683,2,0,0,3,1910,0,1987,2000,4513 186th Ave SE,Issaquah,WA 98027,USA
882,549000,4,2.5,2910,6338,2,0,0,3,2910,0,2008,0,16026 SE 137th Terrace,Renton,WA 98059,USA
883,363750,3,1.75,1726,197326,2,0,0,4,1726,0,1982,2011,28507 Vashon Hwy SW,Vashon,WA 98070,USA
884,475000,3,1.75,1700,8432,1,0,0,3,1230,470,1977,2004,1027B NE 130th St,Seattle,WA 98125,USA
885,483453,4,2.75,2790,5527,2,0,0,3,2790,0,2014,0,897 SE 11th St,North Bend,WA 98045,USA
886,1065000,2,1.75,1890,9466,2,0,0,3,1890,0,1987,2000,130 97th Ave NE,Bellevue,WA 98004,USA
887,455000,5,2.5,2240,7770,1,0,0,3,1340,900,1978,0,12633 NE 133rd Pl,Kirkland,WA 98034,USA
888,255000,5,2.25,2060,8632,1,0,0,3,1030,1030,1962,2003,105 SW 129th St,Burien,WA 98146,USA
889,254000,4,2,1510,4235,1,0,0,3,1510,0,1955,2005,3015 S Graham St,Seattle,WA 98108,USA
890,330000,2,2.5,1240,1546,2,0,0,3,1240,0,2007,0,4346 28th Ave S,Seattle,WA 98108,USA
891,552000,2,2.5,1380,951,3,0,0,3,1380,0,2006,0,5010 Greenwood Ave N,Seattle,WA 98103,USA
892,315000,2,1,1740,3622,1,0,0,4,950,790,1924,0,5237 Martin Luther King Jr Way S,Seattle,WA 98118,USA
893,300000,3,2.5,2540,5050,2,0,0,3,2540,0,2006,0,29734 215th Terrace SE,Kent,WA 98042,USA
894,230000,3,1,1060,9946,1,0,0,4,1060,0,1956,0,17736 41st Ave S,SeaTac,WA 98188,USA
895,300000,3,1,2150,7007,1,0,0,3,2150,0,1954,2005,315 NW 183rd St,Shoreline,WA 98177,USA
896,272000,3,2,1380,7476,1,0,0,3,1380,0,1989,0,5002 S 299th Pl,Auburn,WA 98001,USA
897,799000,4,2.5,2590,7910,2,0,0,3,2590,0,2001,0,4022 NE 95th St,Seattle,WA 98115,USA
898,198000,4,1.75,2080,7200,1,0,0,4,1050,1030,1966,0,4114 S 294th St,Auburn,WA 98001,USA
899,632500,4,2.5,2090,10306,2,0,0,3,2090,0,1986,0,21604 NE 22nd Ct,Sammamish,WA 98074,USA
900,275000,4,1.5,1930,15531,2,0,0,3,1930,0,1979,2014,28616 28th Pl S,Federal Way,WA 98003,USA
901,265000,3,1,1020,8610,1,0,0,5,1020,0,1959,0,3704 NE 9th Ct,Renton,WA 98056,USA
902,235000,3,1.75,1840,9697,1,0,0,4,1500,340,1985,0,12034 SE 252 Pl,Kent,WA 98030,USA
903,83300,3,2,1490,7770,1,0,0,4,1490,0,1990,0,26017 189th Ave SE,Covington,WA 98042,USA
904,239900,4,2.25,1860,7000,1,0,0,3,1120,740,1979,2014,401 SW 322nd St,Federal Way,WA 98023,USA
905,308000,3,1,1640,18144,1.5,0,0,3,1640,0,1942,1999,11211 3rd Ave S,Seattle,WA 98168,USA
906,327000,3,1.5,1320,13200,1,0,0,3,1320,0,1970,2014,11406 Nile Ave NE,Renton,WA 98059,USA
907,506000,3,1.75,2180,7700,1,0,0,3,1480,700,1961,2004,17922 3rd Ave NW,Shoreline,WA 98177,USA
908,642000,4,2.5,2560,8780,2,0,0,3,2560,0,1992,0,3964 262nd Ave SE,Issaquah,WA 98029,USA
909,580000,4,2.5,2840,6268,2,0,0,3,2840,0,1998,2006,15217 80th Ave NE,Kenmore,WA 98028,USA
910,429000,3,2.5,1920,15124,2,0,0,3,1920,0,1995,0,714 NE 10th St,North Bend,WA 98045,USA
911,530000,3,2.5,1930,7214,2,0,0,3,1930,0,2005,0,1901 NE 125th St,Seattle,WA 98125,USA
912,432000,3,2.5,1970,4036,2,0,0,4,1970,0,2003,0,35317 SE Ridge St,Snoqualmie,WA 98065,USA
913,859000,4,2.25,3550,13900,1,0,0,3,1830,1720,2010,0,15831 SE 43rd Pl,Bellevue,WA 98006,USA
914,477000,3,2.5,1350,2053,3,0,0,3,1350,0,2005,0,2313 NW 65th St,Seattle,WA 98117,USA
915,657000,4,1.75,2740,8520,1,0,2,3,1370,1370,1954,2005,5524 S Morgan St,Seattle,WA 98118,USA
916,497333.3333,3,1.75,1760,12874,1,0,0,4,1230,530,1967,0,12926 SE 23rd St,Bellevue,WA 98005,USA
917,312500,3,1.75,1830,7969,1,0,0,3,930,900,1950,2008,306 S 15th St,Renton,WA 98055,USA
918,206000,3,1,1320,7000,1,0,0,4,1320,0,1967,0,1812 33rd St SE,Auburn,WA 98002,USA
919,410000,6,2.75,2520,9324,1,0,0,4,1320,1200,1962,0,3306 NE 185th St,Lake Forest Park,WA 98155,USA
920,815000,4,2.75,3488,9614,2,0,0,3,3488,0,1998,2006,321 246th Way SE,Redmond,WA 98074,USA
921,585000,4,2.5,2430,4747,2,0,0,3,2430,0,2008,0,360 SE Bush St,Issaquah,WA 98027,USA
922,386000,2,2.5,1620,3196,2,0,0,3,1620,0,2008,0,9225-9305 Mitten Ave SE,Snoqualmie,WA 98065,USA
923,446000,5,2.75,2190,12687,1,0,0,5,1370,820,1978,0,20402 63rd Ave NE,Kenmore,WA 98028,USA
924,496700,3,2.5,1740,5782,2,0,0,4,1740,0,1989,0,3512 253rd Ct SE,Issaquah,WA 98029,USA
925,809000,4,1.5,1840,4337,2,0,0,4,1840,0,1917,0,1218 19th Ave E,Seattle,WA 98112,USA
926,417000,3,1.5,1340,10224,1,0,0,4,1340,0,1956,0,3825 138th Ave SE,Bellevue,WA 98006,USA
927,735000,4,1.75,2460,5100,1.5,0,0,5,1450,1010,1909,1988,6815 26th Ave NE,Seattle,WA 98115,USA
928,870000,4,2.5,3520,6773,2.5,0,0,3,2650,870,2006,0,7921 45th Ave SW,Seattle,WA 98136,USA
929,1036200,4,3.25,2500,5801,1.5,0,0,3,1960,540,1926,2003,1502 Parkside Dr E,Seattle,WA 98112,USA
930,569000,4,2.25,2250,41688,2,0,0,3,2250,0,1980,0,7304 217th Pl NE,Redmond,WA 98053,USA
931,611000,4,2.5,2460,4200,2,0,0,3,2460,0,1998,2006,23911 SE 6th St,Redmond,WA 98074,USA
932,960000,4,2.25,2410,4560,2,0,2,5,1800,610,1929,0,7006 35th Ave NW,Seattle,WA 98117,USA
933,655500,4,3.5,3380,8330,2,0,0,3,3380,0,2000,0,1703 NW 200th Ln,Shoreline,WA 98177,USA
934,800000,3,1,1700,4400,1.5,0,0,4,1700,0,1906,1990,1109 32nd Ave,Seattle,WA 98122,USA
935,725000,5,2.5,3210,12000,1,0,0,4,1830,1380,1968,0,14404 NE 11th Pl,Bellevue,WA 98007,USA
936,985000,4,2.25,4230,37769,2,0,0,3,4230,0,1989,0,19505 NE 143rd St,Woodinville,WA 98077,USA
937,630000,2,2.5,2290,3507,2,0,0,3,2290,0,2005,0,2598 NE Natalie Way,Issaquah,WA 98029,USA
938,529000,3,1,1590,6420,1,0,0,3,1590,0,1944,0,4531 SW Webster St,Seattle,WA 98136,USA
939,723000,4,2.25,1960,8680,1,0,0,4,1290,670,1959,0,233 111th Ave SE,Bellevue,WA 98004,USA
940,1025000,5,4,3760,28040,2,0,0,3,3760,0,1983,2009,4143 118th Ave NE,Kirkland,WA 98033,USA
941,787000,3,1.75,1330,7500,1,0,0,3,1330,0,1961,2004,218 109th Ave SE,Bellevue,WA 98004,USA
942,330000,4,2.5,2105,6093,2,0,0,3,2105,0,2003,0,27631-27699 145th Pl SE,Kent,WA 98042,USA
943,680000,3,1.75,1760,8400,1,0,0,4,1460,300,1960,2001,7510 45th Ave SW,Seattle,WA 98136,USA
944,442000,4,2.25,2080,12007,1,0,0,4,1220,860,1979,0,1740 216th Pl NE,Sammamish,WA 98074,USA
945,325000,2,2.5,1050,1609,2,0,0,3,1050,0,2005,0,1505 S Plum St,Seattle,WA 98144,USA
946,699900,4,2.5,2190,11500,1,0,0,4,1430,760,1972,0,4421 145th Ave SE,Bellevue,WA 98006,USA
947,538000,3,1.75,1400,3825,1.5,0,0,4,1100,300,1904,0,6917 28th Ave NW,Seattle,WA 98117,USA
948,813000,4,2.75,3370,6675,1,0,3,4,1920,1450,1948,0,1501 33rd Ave S,Seattle,WA 98144,USA
949,475000,4,1.75,1650,7775,1,0,0,4,1150,500,1950,1983,11726 Phinney Ave N,Seattle,WA 98133,USA
950,199000,2,1,720,7200,1,0,0,5,720,0,1943,0,3113 SE 6th St,Renton,WA 98058,USA
951,499000,2,1.5,1110,957,2,0,0,3,930,180,2005,0,1417 4th Ave W,Seattle,WA 98119,USA
952,375000,3,2.5,1830,13042,2,0,0,3,1830,0,1990,2009,25408 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,USA
953,295000,2,1,800,6500,1,0,0,4,800,0,1953,1983,108 N 183rd St,Shoreline,WA 98133,USA
954,245000,2,1,1200,4880,1,0,0,3,980,220,1943,2002,8421 8th Ave SW,Seattle,WA 98106,USA
955,341000,3,1.5,1720,7119,1.5,0,0,4,1720,0,1952,0,17050 14th Avenue Northeast,Shoreline,WA 98155,USA
956,2560498.333,3,2.5,1710,1664,2,0,0,5,1300,410,2003,0,2826 21st Ave W,Seattle,WA 98199,USA
957,1042031,4,5,4110,43560,2,0,0,4,4110,0,1978,2000,2808 120th Ave NE,Bellevue,WA 98005,USA
958,542500,5,3.25,3010,1074218,1.5,0,0,5,2010,1000,1931,0,16200-16398 252nd Ave SE,Issaquah,WA 98027,USA
959,572000,3,2.25,1830,7897,1,0,0,4,1290,540,1986,0,17801 NE 102nd Ct,Redmond,WA 98052,USA
960,772650,4,2.5,2660,10800,1,0,0,3,2660,0,1955,2014,12345 SE 23rd Pl,Bellevue,WA 98005,USA
961,489950,4,2.25,2640,31941,1,0,0,4,2640,0,1986,0,16915 SE 325th Pl,Auburn,WA 98092,USA
962,531000,3,2.5,2120,9736,2,0,0,3,2120,0,1988,2000,15102 91st Pl NE,Bothell,WA 98011,USA
963,500000,5,3.25,3130,12087,2,0,0,3,2180,950,1975,0,265 Almak Ct NW,Issaquah,WA 98027,USA
964,355500,3,2.5,2600,5540,2,0,0,3,2600,0,2004,2003,28635 226th Ave SE,Maple Valley,WA 98038,USA
965,529950,3,1,1240,5000,1.5,0,0,5,1240,0,1909,1988,820 NW 64th St,Seattle,WA 98107,USA
966,477000,3,1.75,1780,8085,1,0,0,3,1210,570,1976,0,14815 108th Pl NE,Bothell,WA 98011,USA
967,581000,4,1.75,2090,8164,1,0,0,4,1070,1020,1963,0,7408 138th Pl NE,Redmond,WA 98052,USA
968,439900,2,2,1410,12282,1.5,0,0,5,1410,0,1909,1988,31103 SE 85th Pl,Preston,WA 98050,USA
969,940000,4,2.25,1890,5940,1,0,1,3,1470,420,1963,2008,1234 22nd Ave E,Seattle,WA 98112,USA
970,700000,4,3,3150,7778,2,0,0,3,3150,0,2000,0,24012 SE 13th Pl,Sammamish,WA 98075,USA
971,613000,4,2,1550,4815,1.5,0,0,3,1550,0,1909,2004,5212 Wallingford Ave N,Seattle,WA 98103,USA
972,389250,2,1.5,1490,4080,1,0,0,3,930,560,1956,2001,3738 SW Ida St,Seattle,WA 98126,USA
973,137000,3,1,950,7620,1,0,0,3,950,0,1954,2005,9445 8th Ave SW,Seattle,WA 98106,USA
974,425000,4,2,1520,7983,1,0,0,5,1520,0,1967,0,14876 Juanita Woodinville Way NE,Inglewood-Finn Hill,WA 98034,USA
975,675000,4,3,2400,3340,1,0,0,4,1200,1200,1964,0,618 NW 49th St,Seattle,WA 98107,USA
976,230000,2,1,930,7550,1,0,0,3,930,0,1986,0,13008 23rd Ave S,SeaTac,WA 98168,USA
977,1315000,4,3.5,3460,3997,2,0,0,3,2560,900,2004,2003,2346 N 59th St,Seattle,WA 98103,USA
978,250000,3,2.25,1920,7738,1,0,0,3,1520,400,1965,1993,249 S 163rd Pl,Burien,WA 98148,USA
979,448000,4,2.5,2510,6853,2,0,2,3,2510,0,2006,0,27498 254th Pl SE,Maple Valley,WA 98038,USA
980,685000,2,1.5,1300,1676,1,0,2,3,1300,0,1943,2002,1407 19th Ave,Seattle,WA 98122,USA
981,195000,2,1,720,18000,1,0,0,3,720,0,1950,2005,10614 57th Ave S,Seattle,WA 98178,USA
982,264500,4,2.25,2060,11385,1,0,0,4,1200,860,1962,0,2152 SW 323rd St,Federal Way,WA 98023,USA
983,700000,3,2,2080,3880,1,0,0,5,1160,920,1954,0,7735 27th Ave NW,Seattle,WA 98117,USA
984,510000,4,1.5,2040,8800,1,0,0,4,1020,1020,1961,2001,1518 150th Ave SE,Bellevue,WA 98007,USA
985,595000,3,2,1480,5000,1,0,0,4,750,730,1928,0,7728 11th Ave NW,Seattle,WA 98117,USA
986,810000,4,2.5,2810,10613,2,0,0,3,2810,0,1989,0,15031 SE 66th St,Bellevue,WA 98006,USA
987,346750,3,1,1620,30736,1.5,0,0,4,1620,0,1911,1977,16528 SE Newport Way,Bellevue,WA 98006,USA
988,475000,5,2.5,2510,8050,1,0,0,4,1490,1020,1977,0,12608 NE 134th Pl,Kirkland,WA 98034,USA
989,233000,3,1,1250,6180,1.5,0,0,3,1250,0,1955,2005,322 NE 163rd St,Shoreline,WA 98155,USA
990,339950,3,2.5,2390,34041,1,0,0,3,1840,550,1984,0,27622 195th Ave SE,Kent,WA 98042,USA
991,430000,2,2.5,1520,1588,2,0,0,3,1240,280,2007,0,2310 15th Ave S,Seattle,WA 98144,USA
992,440000,3,1.5,1270,1443,3,0,0,3,1270,0,2007,0,9608 Roosevelt Way NE,Seattle,WA 98115,USA
993,170500,2,1,1060,7700,1,0,0,3,820,240,1981,2013,1019 S 22nd Ct,Renton,WA 98055,USA
994,299950,3,1,910,8000,1,0,0,4,740,170,1950,1983,20013 15th Ave NW,Shoreline,WA 98177,USA
995,890000,4,2.25,2770,13500,2,0,0,3,2770,0,1974,0,6701 81st Ave SE,Mercer Island,WA 98040,USA
996,700000,4,2.5,3010,46173,2,0,0,3,3010,0,1996,0,4375 279th Ave NE,Redmond,WA 98053,USA
997,895000,4,2.25,1950,5950,1,0,0,3,1330,620,1947,2012,2220 5th Ave N,Seattle,WA 98109,USA
998,259585.5714,4,2.5,1960,9898,2,0,0,3,1960,0,2001,0,24330 130th Ave SE,Kent,WA 98030,USA
999,328500,3,2.5,1950,8130,2,0,0,4,1950,0,1990,0,23915 135th Pl SE,Kent,WA 98042,USA
1000,415000,4,1.75,1920,7700,2,0,0,4,1920,0,1970,0,7209 SE 70th St,Newcastle,WA 98056,USA
1001,595000,4,2.5,1990,2175,2,0,0,3,1680,310,2005,0,1102 NW 56th St,Seattle,WA 98107,USA
1002,87500,2,1,780,6685,1,0,0,4,780,0,1948,0,311 L St SE,Auburn,WA 98002,USA
1003,970000,5,3,3480,15185,2,0,0,4,3480,0,1964,0,3601-3733 Greenbrier Ln,Mercer Island,WA 98040,USA
1004,347000,3,1,1270,8400,1,0,0,3,1270,0,1955,2005,10624 Sunrise Dr,Bothell,WA 98011,USA
1005,672000,3,2.5,2620,21587,2,0,0,3,2620,0,1992,0,3249 E Ames Lake Dr NE,Redmond,WA 98053,USA
1006,515000,4,2.5,2670,8765,2,0,0,3,2670,0,2006,0,5407 NE 3rd Pl,Renton,WA 98059,USA
1007,669500,4,2.25,2500,4046,1.5,0,0,4,1520,980,1940,2001,8044 20th Ave NW,Seattle,WA 98117,USA
1008,165000,3,1,1150,19200,1,0,0,4,1150,0,1908,0,36255 52nd Ave S,Auburn,WA 98001,USA
